time_1,time_2,gols_1,gols_2,data,ano,país_sede,comparecimento,resultado,rodada,gols_1_detalhes,gols_2_detalhes,gols_1_contra,gols_2_contra,gols_1_penalti,gols_2_penalti,cartao_vermelho_1,cartao_vermelho_2,cartao_amarelo_1,cartao_amarelo_2,copa
Spain,Honduras,1,1,1982-06-16,1982,Spain,49562,1–1,First group stage,,Héctor Zelaya · 7,,,Roberto López Ufarte (P) · 65,,,,,,Masculina
Peru,Cameroon,0,0,1982-06-15,1982,Spain,11000,0–0,First group stage,,,,,,,,,,"[""80&rsquor;|0:0|Thomas N'Kono""]",Masculina
Hungary,El Salvador,10,1,1982-06-15,1982,Spain,23000,10–1 ,First group stage,Tibor Nyilasi · 4|Gábor Pölöskei · 11|László Fazekas · 23|József Tóth · 50|László Fazekas · 54|László Kiss · 69|Lázár Szentes · 70|László Kiss · 72|László Kiss · 76|Tibor Nyilasi · 83,Luis Ramírez Zapata · 64,,,,,,,"['1&rsquor;|0:0|Tibor Nyilasi', '32&rsquor;|3:0|László Fazekas']",,Masculina
Scotland,New Zealand,5,2,1982-06-15,1982,Spain,36000,5–2,First group stage,Kenny Dalglish · 18|John Wark · 29|John Wark · 32|John Robertson · 73|Steve Archibald · 79,Steve Sumner · 54|Steve Wooddin · 64,,,,,,,,,Masculina
Italy,Poland,0,0,1982-06-14,1982,Spain,33000,0–0,First group stage,,,,,,,,,"['1&rsquor;|0:0|Gianpiero Marini', '47&rsquor;|0:0|Gaetano Scirea']",['10&rsquor;|0:0|Zbigniew Boniek'],Masculina
Brazil,Soviet Union,2,1,1982-06-14,1982,Spain,68000,2–1,First group stage,Sócrates · 75|Éder Aleixo de Assis · 88,Andriy Bal · 34,,,,,,,,,Masculina
Argentina,Belgium,0,1,1982-06-13,1982,Spain,95000,0–1,First group stage,,Erwin Vandenbergh · 62,,,,,,,['55&rsquor;|0:0|Daniel Bertoni'],['50&rsquor;|0:0|Luc Millecamps'],Masculina
Argentina,Netherlands,3,1,1978-06-25,1978,Argentina,71483,3–1,Final,Mario Kempes · 38|Mario Kempes · 105|Daniel Bertoni · 115,Dick Nanninga · 82,,,,,,,"['40&rsquor;|1:0|Osvaldo Ardiles', '93&rsquor;|1:1|Omar Larrosa']","['15&rsquor;|0:0|Ruud Krol', '94&rsquor;|1:1|Wim Suurbier', '96&rsquor;|1:1|Johan Neeskens']",Masculina
Brazil,Italy,2,1,1978-06-24,1978,Argentina,69659,2–1,Third-place match,Nelinho · 64|Dirceu · 72,Franco Causio · 38,,,,,,,"['35&rsquor;|0:0|Nelinho', '44&rsquor;|0:1|João Batista da Silva']",['72&rsquor;|2:1|Claudio Gentile'],Masculina
Netherlands,Italy,2,1,1978-06-21,1978,Argentina,67433,2–1,Second round,Ernie Brandts · 50|Arie Haan · 75,,,Ernie Brandts (OG) · 18,,,,,"['35&rsquor;|0:1|Johnny Rep', '50&rsquor;|1:1|Arie Haan']","['40&rsquor;|0:1|Romeo Benetti', '65&rsquor;|1:1|Antonio Cabrini', '70&rsquor;|1:1|Marco Tardelli']",Masculina
Austria,West Germany,3,2,1978-06-21,1978,Argentina,38318,3–2,Second round,Hans Krankl · 66|Hans Krankl · 87,Karl-Heinz Rummenigge · 19|Bernd Hölzenbein · 68,Berti Vogts (OG) · 59,,,,,,"['1&rsquor;|0:0|Robert Sara', '1&rsquor;|0:0|Herbert Prohaska']",['1&rsquor;|0:0|Rüdiger Abramczik'],Masculina
Brazil,Poland,3,1,1978-06-21,1978,Argentina,39586,3–1,Second round,Nelinho · 12|Roberto Dinamite · 57|Roberto Dinamite · 63,Grzegorz Lato · 45,,,,,,,"['50&rsquor;|1:1|Jorge Mendonça', '53&rsquor;|1:1|Toninho Cerezo']",,Masculina
Argentina,Peru,6,0,1978-06-21,1978,Argentina,37315,6–0,Second round,Mario Kempes · 21|Alberto Tarantini · 43|Mario Kempes · 48|Leopoldo Luque · 50|René Houseman · 67|Leopoldo Luque · 72,,,,,,,,,"['1&rsquor;|0:0|José Velásquez', '1&rsquor;|0:0|Alfredo Quesada']",Masculina
Poland,Peru,1,0,1978-06-18,1978,Argentina,35288,1–0,Second round,Andrzej Szarmach · 65,,,,,,,,"['1&rsquor;|0:0|Zbigniew Boniek', '1&rsquor;|0:0|Jerzy Gorgoń']","['1&rsquor;|0:0|Rodolfo Manzo', '89&rsquor;|1:0|Ramón Quiroga']",Masculina
West Germany,Netherlands,2,2,1978-06-18,1978,Argentina,40750,2–2,Second round,Rüdiger Abramczik · 3|Dieter Müller · 70,Arie Haan · 27|René van de Kerkhof · 84,,,,,,Dick Nanninga · 88,['1&rsquor;|0:0|Sepp Maier'],"['1&rsquor;|0:0|Dick Nanninga', '6&rsquor;|1:0|Willy van de Kerkhof']",Masculina
Italy,Austria,1,0,1978-06-18,1978,Argentina,66695,1–0,Second round,Paolo Rossi · 14,,,,,,,,,,Masculina
Argentina,Brazil,0,0,1978-06-18,1978,Argentina,37326,0–0,Second round,,,,,,,,,['1&rsquor;|0:0|Ricardo Villa'],"['1&rsquor;|0:0|Edinho', '1&rsquor;|0:0|Zico', '1&rsquor;|0:0|Chicão']",Masculina
Netherlands,Austria,5,1,1978-06-14,1978,Argentina,25050,5–1,Second round,Ernie Brandts · 6|Johnny Rep · 36|Johnny Rep · 53|Willy van de Kerkhof · 82,Erich Obermayer · 79,,,Rob Rensenbrink (P) · 35,,,,,,Masculina
West Germany,Italy,0,0,1978-06-14,1978,Argentina,67547,0–0,Second round,,,,,,,,,,,Masculina
Brazil,Peru,3,0,1978-06-14,1978,Argentina,31278,3–0,Second round,Dirceu · 15|Dirceu · 28,,,,Zico (P) · 73,,,,['80&rsquor;|3:0|Roberto Dinamite'],['75&rsquor;|3:0|José Velásquez'],Masculina
Argentina,Poland,2,0,1978-06-14,1978,Argentina,37091,2–0,Second round,Mario Kempes · 16|Mario Kempes · 71,,,,,,,,['80&rsquor;|2:0|Américo Gallego'],['75&rsquor;|2:0|Henryk Maculewicz'],Masculina
Brazil,Austria,1,0,1978-06-11,1978,Argentina,35221,1–0,First round,Roberto Dinamite · 40,,,,,,,,,,Masculina
Spain,Sweden,1,0,1978-06-11,1978,Argentina,42132,1–0,First round,Juan Manuel Asensi · 75,,,,,,,,,['37&rsquor;|0:0|Hasse Borg'],Masculina
Peru,IR Iran,4,1,1978-06-11,1978,Argentina,21262,4–1,First round,José Velásquez · 2|Teófilo Cubillas · 79,Hassan Rowshan · 41,,,Teófilo Cubillas (P) · 36|Teófilo Cubillas (P) · 39,,,,,['60&rsquor;|3:1|Hassan Nazari'],Masculina
Scotland,Netherlands,3,2,1978-06-11,1978,Argentina,35130,3–2,First round,Kenny Dalglish · 44|Archie Gemmill · 68,Johnny Rep · 71,,,Archie Gemmill (P) · 47,Rob Rensenbrink (P) · 34,,,['1&rsquor;|0:0|Archie Gemmill'],,Masculina
France,Hungary,3,1,1978-06-10,1978,Argentina,23127,3–1,First round,Christian Lopez · 22|Marc Berdoll · 37|Dominique Rocheteau · 42,Sándor Zombori · 41,,,,,,,,,Masculina
Poland,Mexico,3,1,1978-06-10,1978,Argentina,22651,3–1,First round,Zbigniew Boniek · 43|Kazimierz Deyna · 56|Zbigniew Boniek · 84,Víctor Rangel · 52,,,,,,,,,Masculina
West Germany,Tunisia,0,0,1978-06-10,1978,Argentina,30667,0–0,First round,,,,,,,,,['1&rsquor;|0:0|Hansi Müller'],['1&rsquor;|0:0|Tarak Dhiab'],Masculina
Italy,Argentina,1,0,1978-06-10,1978,Argentina,71712,1–0,First round,Roberto Bettega · 67,,,,,,,,['60&rsquor;|0:0|Romeo Benetti'],,Masculina
Austria,Sweden,1,0,1978-06-07,1978,Argentina,41424,1–0,First round,,,,,Hans Krankl (P) · 42,,,,,,Masculina
Brazil,Spain,0,0,1978-06-07,1978,Argentina,34771,0–0,First round,,,,,,,,,,['1&rsquor;|0:0|Eugenio Leal'],Masculina
Netherlands,Peru,0,0,1978-06-07,1978,Argentina,28125,0–0,First round,,,,,,,,,['25&rsquor;|0:0|René van de Kerkhof'],['1&rsquor;|0:0|Juan José Muñante'],Masculina
Scotland,IR Iran,1,1,1978-06-07,1978,Argentina,7938,1–1,First round,,Iraj Danaeifard · 60,Andranik Eskandarian (OG) · 43,,,,,,,['1&rsquor;|0:0|Andranik Eskandarian'],Masculina
Italy,Hungary,3,1,1978-06-06,1978,Argentina,26533,3–1,First round,Paolo Rossi · 34|Roberto Bettega · 36|Romeo Benetti · 60,,,,,András Tóth (P) · 81,,,,"['26&rsquor;|0:0|Sándor Zombori', '64&rsquor;|3:0|Győző Martos']",Masculina
West Germany,Mexico,6,0,1978-06-06,1978,Argentina,35258,6–0,First round,Dieter Müller · 15|Hansi Müller · 30|Karl-Heinz Rummenigge · 38|Heinz Flohe · 44|Karl-Heinz Rummenigge · 73|Heinz Flohe · 89,,,,,,,,['1&rsquor;|0:0|Rainer Bonhof'],['1&rsquor;|0:0|Arturo Vázquez Ayala'],Masculina
Poland,Tunisia,1,0,1978-06-06,1978,Argentina,9624,1–0,First round,Grzegorz Lato · 43,,,,,,,,,,Masculina
Argentina,France,2,1,1978-06-06,1978,Argentina,71666,2–1,First round,Leopoldo Luque · 73,Michel Platini · 60,,,Daniel Passarella (P) · 45,,,,,['1&rsquor;|0:0|Didier Six'],Masculina
Sweden,Brazil,1,1,1978-06-03,1978,Argentina,32569,1–1,First round,Thomas Sjöberg · 37,José Reinaldo de Lima · 45,,,,,,,,['1&rsquor;|0:0|Oscar'],Masculina
Austria,Spain,2,1,1978-06-03,1978,Argentina,40841,2–1,First round,Walter Schachner · 9|Hans Krankl · 76,Daniel Ruiz · 21,,,,,,,,,Masculina
Peru,Scotland,3,1,1978-06-03,1978,Argentina,37927,3–1,First round,César Cueto · 43|Teófilo Cubillas · 71|Teófilo Cubillas · 77,Joe Jordan · 14,,,,,,,['19&rsquor;|0:1|José Velásquez'],,Masculina
Netherlands,IR Iran,3,0,1978-06-03,1978,Argentina,33431,3–0,First round,Rob Rensenbrink · 62,,,,Rob Rensenbrink (P) · 40|Rob Rensenbrink (P) · 79,,,,,['1&rsquor;|0:0|Andranik Eskandarian'],Masculina
Italy,France,2,1,1978-06-02,1978,Argentina,42373,2–1,First round,Paolo Rossi · 29|Renato Zaccarelli · 54,Bernard Lacombe · 1,,,,,,,['35&rsquor;|1:1|Marco Tardelli'],"['1&rsquor;|0:1|Henri Michel', '60&rsquor;|2:1|Michel Platini']",Masculina
Tunisia,Mexico,3,1,1978-06-02,1978,Argentina,17396,3–1,First round,Ali Kaabi · 55|Néjib Ghommidh · 79|Mokhtar Dhouieb · 87,,,,,Arturo Vázquez Ayala (P) · 45,,,,,Masculina
Argentina,Hungary,2,1,1978-06-02,1978,Argentina,71615,2–1,First round,Leopoldo Luque · 15|Daniel Bertoni · 83,Károly Csapó · 10,,,,,,András Törőcsik · 88|Tibor Nyilasi · 89,['77&rsquor;|1:1|Daniel Passarella'],"['21&rsquor;|1:1|Tibor Nyilasi', '48&rsquor;|1:1|András Törőcsik']",Masculina
West Germany,Poland,0,0,1978-06-01,1978,Argentina,67579,0–0,First round,,,,,,,,,,,Masculina
Netherlands,West Germany,1,2,1974-07-07,1974,Germany,78200,1–2,Final,,Gerd Müller · 43,,,Johan Neeskens (P) · 2,Paul Breitner (P) · 25,,,"['22&rsquor;|1:0|Willem van Hanegem', '39&rsquor;|1:1|Johan Neeskens', '45&rsquor;|1:2|Johan Cruyff']",['3&rsquor;|1:0|Berti Vogts'],Masculina
Brazil,Poland,0,1,1974-07-06,1974,Germany,77100,0–1,Third-place match,,Grzegorz Lato · 76,,,,,,,['76&rsquor;|0:1|Jairzinho'],['71&rsquor;|0:0|Henryk Kasperczak'],Masculina
Poland,West Germany,0,1,1974-07-03,1974,Germany,62000,0–1,Second round,,Gerd Müller · 76,,,,,,,,,Masculina
Netherlands,Brazil,2,0,1974-07-03,1974,Germany,53700,2–0,Second round,Johan Neeskens · 50|Johan Cruyff · 65,,,,,,,Luís Pereira · 84,"['1&rsquor;|0:0|Wim Suurbier', '69&rsquor;|2:0|Johnny Rep']","['29&rsquor;|0:0|Luís Pereira', '37&rsquor;|0:0|Zé Maria', '44&rsquor;|0:0|Marinho Peres']",Masculina
Argentina,Germany DR,1,1,1974-07-03,1974,Germany,54254,1–1,Second round,René Houseman · 20,Joachim Streich · 14,,,,,,,['68&rsquor;|1:1|Ángel Bargas'],['23&rsquor;|1:1|Jürgen Sparwasser'],Masculina
Sweden,Yugoslavia,2,1,1974-07-03,1974,Germany,41300,2–1,Second round,Ralf Edström · 29|Conny Torstensson · 85,Ivica Šurjak · 27,,,,,,,,"['1&rsquor;|0:0|Stanislav Karasi', '1&rsquor;|0:0|Josip Katalinski']",Masculina
Poland,Yugoslavia,2,1,1974-06-30,1974,Germany,58000,2–1,Second round,Grzegorz Lato · 62,Stanislav Karasi · 43,,,Kazimierz Deyna (P) · 24,,,,,,Masculina
Argentina,Brazil,1,2,1974-06-30,1974,Germany,39400,1–2,Second round,Miguel Ángel Brindisi · 35,Rivellino · 32|Jairzinho · 49,,,,,,,['72&rsquor;|1:2|René Houseman'],,Masculina
Germany DR,Netherlands,0,2,1974-06-30,1974,Germany,68348,0–2,Second round,,Johan Neeskens · 7|Rob Rensenbrink · 59,,,,,,,,,Masculina
West Germany,Sweden,4,2,1974-06-30,1974,Germany,67800,4–2,Second round,Wolfgang Overath · 51|Rainer Bonhof · 52|Jürgen Grabowski · 76,Ralf Edström · 24|Roland Sandberg · 53,,,Uli Hoeneß (P) · 89,,,,,['1&rsquor;|0:0|Ove Grahn'],Masculina
Yugoslavia,West Germany,0,2,1974-06-26,1974,Germany,67385,0–2,Second round,,Paul Breitner · 39|Gerd Müller · 82,,,,,,,"['36&rsquor;|0:0|Ivan Buljan', '61&rsquor;|0:1|Enver Hadžiabdić']","['16&rsquor;|0:0|Wolfgang Overath', '35&rsquor;|0:0|Berti Vogts']",Masculina
Brazil,Germany DR,1,0,1974-06-26,1974,Germany,59863,1–0,Second round,Rivellino · 60,,,,,,,,"['27&rsquor;|0:0|Jairzinho', '28&rsquor;|0:0|Paulo César Carpegiani', '75&rsquor;|1:0|Dirceu']","['11&rsquor;|0:0|Erich Hamann', '84&rsquor;|1:0|Joachim Streich']",Masculina
Sweden,Poland,0,1,1974-06-26,1974,Germany,44955,0–1,Second round,,Grzegorz Lato · 43,,,,,,,,"['1&rsquor;|0:0|Jerzy Gorgoń', '44&rsquor;|0:1|Andrzej Szarmach']",Masculina
Netherlands,Argentina,4,0,1974-06-26,1974,Germany,56548,4–0,Second round,Johan Cruyff · 10|Ruud Krol · 25|Johnny Rep · 73|Johan Cruyff · 90,,,,,,,,"['22&rsquor;|1:0|Johan Neeskens', '58&rsquor;|2:0|Wim Suurbier']",['35&rsquor;|2:0|Roberto Perfumo'],Masculina
Bulgaria,Netherlands,1,4,1974-06-23,1974,Germany,53300,1–4,First round,,Johnny Rep · 71|Theo de Jong · 88,Ruud Krol (OG) · 78,,,Johan Neeskens (P) · 5|Johan Neeskens (P) · 45,,,['67&rsquor;|0:2|Georgi Denev'],"['5&rsquor;|0:0|Wim Jansen', '22&rsquor;|0:1|Willem van Hanegem', '29&rsquor;|0:1|Johan Cruyff']",Masculina
Poland,Italy,2,1,1974-06-23,1974,Germany,70100,2–1,First round,Andrzej Szarmach · 38|Kazimierz Deyna · 44,Fabio Capello · 85,,,,,,,"['25&rsquor;|0:0|Henryk Kasperczak', '84&rsquor;|2:0|Adam Musiał']",['71&rsquor;|2:0|Roberto Boninsegna'],Masculina
Sweden,Uruguay,3,0,1974-06-23,1974,Germany,28300,3–0,First round,Ralf Edström · 46|Roland Sandberg · 74|Ralf Edström · 77,,,,,,,,,['1&rsquor;|0:0|Baudilio Jáuregui'],Masculina
Argentina,Haiti,4,1,1974-06-23,1974,Germany,25900,4–1,First round,Héctor Yazalde · 15|René Houseman · 18|Rubén Ayala · 55|Héctor Yazalde · 68,Emmanuel Sanon · 63,,,,,,,"['26&rsquor;|2:0|Carlos Babington', '60&rsquor;|3:0|Ramón Heredia']",['60&rsquor;|3:0|Fritz Leandré'],Masculina
Scotland,Yugoslavia,1,1,1974-06-22,1974,Germany,56000,1–1,First round,Joe Jordan · 88,Stanislav Karasi · 81,,,,,,,"['60&rsquor;|0:0|Joe Jordan', '70&rsquor;|0:0|David Hay']","['24&rsquor;|0:0|Branko Oblak', '55&rsquor;|0:0|Josip Katalinski', '70&rsquor;|0:0|Dušan Bajević']",Masculina
Australia,Chile,0,0,1974-06-22,1974,Germany,17400,0–0,First round,,,,,,,Ray Richards · 83,,['37&rsquor;|0:0|Ray Richards'],,Masculina
Zaire,Brazil,0,3,1974-06-22,1974,Germany,36200,0–3,First round,,Jairzinho · 12|Rivellino · 66|Valdomiro Vaz Franco · 79,,,,,,,['78&rsquor;|0:2|Mwepu Ilunga'],['77&rsquor;|0:2|Mirandinha'],Masculina
Germany DR,West Germany,1,0,1974-06-22,1974,Germany,60200,1–0,First round,Jürgen Sparwasser · 77,,,,,,,,"['27&rsquor;|0:0|Jürgen Sparwasser', '81&rsquor;|1:0|Jürgen Croy', '84&rsquor;|1:0|Hans-Jürgen Kreische']",,Masculina
Haiti,Poland,0,7,1974-06-19,1974,Germany,25300,0–7,First round,,Grzegorz Lato · 17|Kazimierz Deyna · 18|Andrzej Szarmach · 30|Jerzy Gorgoń · 31|Andrzej Szarmach · 34|Andrzej Szarmach · 50|Grzegorz Lato · 87,,,,,,,['1&rsquor;|0:0|Pierre Bayonne'],,Masculina
Bulgaria,Uruguay,1,1,1974-06-19,1974,Germany,13400,1–1,First round,Hristo Bonev · 75,Ricardo Pavoni · 87,,,,,,,['9&rsquor;|0:0|Tsonyo Vasilev'],['44&rsquor;|0:0|Víctor Espárrago'],Masculina
Netherlands,Sweden,0,0,1974-06-19,1974,Germany,53700,0–0,First round,,,,,,,,,['16&rsquor;|0:0|Johnny Rep'],"['36&rsquor;|0:0|Björn Nordqvist', '68&rsquor;|0:0|Örjan Persson', '74&rsquor;|0:0|Björn Andersson', '86&rsquor;|0:0|Ove Grahn']",Masculina
Argentina,Italy,1,1,1974-06-19,1974,Germany,70100,1–1,First round,René Houseman · 19,,,Roberto Perfumo (OG) · 35,,,,,['54&rsquor;|1:1|Carlos Babington'],['48&rsquor;|1:1|Romeo Benetti'],Masculina
Australia,West Germany,0,3,1974-06-18,1974,Germany,53300,0–3,First round,,Wolfgang Overath · 12|Bernhard Cullmann · 34|Gerd Müller · 53,,,,,,,['1&rsquor;|0:0|Jimmy Mackay'],,Masculina
Yugoslavia,Zaire,9,0,1974-06-18,1974,Germany,31700,9–0,First round,Dušan Bajević · 8|Dragan Džajić · 14|Ivica Šurjak · 18|Josip Katalinski · 22|Dušan Bajević · 30|Vladislav Bogićević · 35|Branko Oblak · 61|Ilija Petković · 65|Dušan Bajević · 81,,,,,,,Ndaye Mulamba · 23,['1&rsquor;|0:0|Enver Hadžiabdić'],,Masculina
Chile,Germany DR,1,1,1974-06-18,1974,Germany,28300,1–1,First round,Sergio Ahumada · 69,Martin Hoffmann · 55,,,,,,,"['56&rsquor;|0:1|Leonardo Véliz', '60&rsquor;|0:1|Guillermo Páez']",['65&rsquor;|0:1|Gerd Kische'],Masculina
Scotland,Brazil,0,0,1974-06-18,1974,Germany,62000,0–0,First round,,,,,,,,,,"['1&rsquor;|0:0|Marinho Peres', '1&rsquor;|0:0|Marinho Chagas', '35&rsquor;|0:0|Rivellino']",Masculina
Uruguay,Netherlands,0,2,1974-06-15,1974,Germany,55100,0–2,First round,,Johnny Rep · 7|Johnny Rep · 86,,,,,Julio Montero Castillo · 69,,"['25&rsquor;|0:1|Walter Mantegazza', '50&rsquor;|0:1|Pablo Forlán', '65&rsquor;|0:1|Juan Carlos Masnik']",,Masculina
Sweden,Bulgaria,0,0,1974-06-15,1974,Germany,23800,0–0,First round,,,,,,,,,,,Masculina
Italy,Haiti,3,1,1974-06-15,1974,Germany,53000,3–1,First round,Gianni Rivera · 52|Romeo Benetti · 66|Pietro Anastasi · 79,Emmanuel Sanon · 46,,,,,,,,['1&rsquor;|0:0|Pierre Bayonne'],Masculina
Poland,Argentina,3,2,1974-06-15,1974,Germany,32700,3–2,First round,Grzegorz Lato · 7|Andrzej Szarmach · 8|Grzegorz Lato · 62,Ramón Heredia · 60|Carlos Babington · 66,,,,,,,,"['1&rsquor;|0:0|Carlos Babington', '1&rsquor;|0:0|Roberto Perfumo']",Masculina
West Germany,Chile,1,0,1974-06-14,1974,Germany,81100,1–0,First round,Paul Breitner · 18,,,,,,,Carlos Caszely · 67,,"['1&rsquor;|0:0|Rolando García', '1&rsquor;|0:0|Carlos Reinoso', '13&rsquor;|0:0|Carlos Caszely']",Masculina
Germany DR,Australia,2,0,1974-06-14,1974,Germany,17000,2–0,First round,Joachim Streich · 72,,Colin Curran (OG) · 58,,,,,,"['1&rsquor;|0:0|Siegmar Wätzlich', '1&rsquor;|0:0|Eberhard Vogel', '1&rsquor;|0:0|Gerd Kische']",,Masculina
Zaire,Scotland,0,2,1974-06-14,1974,Germany,27000,0–2,First round,,Peter Lorimer · 26|Joe Jordan · 34,,,,,,,['40&rsquor;|0:2|Kidumu Mantantu'],['1&rsquor;|0:0|Jim Holton'],Masculina
Brazil,Yugoslavia,0,0,1974-06-13,1974,Germany,62000,0–0,First round,,,,,,,,,,"['17&rsquor;|0:0|Branko Oblak', '49&rsquor;|0:0|Jovan Aćimović']",Masculina
Brazil,Italy,4,1,1970-06-21,1970,Mexico,107412,4–1,Final,Pelé · 18|Gérson · 66|Jairzinho · 71|Carlos Alberto Torres · 86,Roberto Boninsegna · 37,,,,,,,['1&rsquor;|0:0|Rivellino'],['1&rsquor;|0:0|Tarcisio Burgnich'],Masculina
West Germany,Uruguay,1,0,1970-06-20,1970,Mexico,104403,1–0,Third-place match,Wolfgang Overath · 26,,,,,,,,"['1&rsquor;|0:0|Max Lorenz', '1&rsquor;|0:0|Hannes Löhr']","['1&rsquor;|0:0|Dagoberto Fontes', '1&rsquor;|0:0|Luis Ubiña', '1&rsquor;|0:0|Julio Montero Castillo']",Masculina
Italy,West Germany,4,3,1970-06-17,1970,Mexico,102444,4–3,Semi-finals,Roberto Boninsegna · 8|Tarcisio Burgnich · 98|Luigi Riva · 104|Gianni Rivera · 111,Karl-Heinz Schnellinger · 90|Gerd Müller · 94|Gerd Müller · 110,,,,,,,"['1&rsquor;|0:0|Roberto Rosato', '1&rsquor;|0:0|Angelo Domenghini', '1&rsquor;|0:0|Giancarlo De Sisti']","['1&rsquor;|0:0|Wolfgang Overath', '1&rsquor;|0:0|Gerd Müller']",Masculina
Brazil,Uruguay,3,1,1970-06-17,1970,Mexico,51261,3–1,Semi-finals,Clodoaldo · 44|Jairzinho · 76|Rivellino · 89,Luis Cubilla · 19,,,,,,,['1&rsquor;|0:0|Carlos Alberto Torres'],"['1&rsquor;|0:0|Ildo Maneiro', '1&rsquor;|0:0|Juan Mujica', '1&rsquor;|0:0|Dagoberto Fontes']",Masculina
Brazil,Peru,4,2,1970-06-14,1970,Mexico,54233,4–2,Quarter-finals,Rivellino · 11|Tostão · 15|Tostão · 52|Jairzinho · 75,Alberto Gallardo · 28|Teófilo Cubillas · 70,,,,,,,,,Masculina
Italy,Mexico,4,1,1970-06-14,1970,Mexico,26851,4–1,Quarter-finals,Luigi Riva · 63|Gianni Rivera · 70|Luigi Riva · 76,José Luis González Dávila · 13,Javier Guzmán (OG) · 25,,,,,,['1&rsquor;|0:0|Gianni Rivera'],,Masculina
Uruguay,Soviet Union,1,0,1970-06-14,1970,Mexico,26085,1–0,Quarter-finals,Víctor Espárrago · 117,,,,,,,,,['1&rsquor;|0:0|Anatoliy Byshovets'],Masculina
West Germany,England,3,2,1970-06-14,1970,Mexico,23357,3–2,Quarter-finals,Franz Beckenbauer · 68|Uwe Seeler · 82|Gerd Müller · 108,Alan Mullery · 31|Martin Peters · 49,,,,,,,['1&rsquor;|0:0|Gerd Müller'],['1&rsquor;|0:0|Francis Lee'],Masculina
Mexico,Belgium,1,0,1970-06-11,1970,Mexico,108192,1–0,Group stage,,,,,Gustavo Peña (P) · 14,,,,"['1&rsquor;|0:0|Javier Valdivia', '1&rsquor;|0:0|Gustavo Peña']","['1&rsquor;|0:0|Jean Thissen', '1&rsquor;|0:0|Paul Van Himst']",Masculina
Italy,Israel,0,0,1970-06-11,1970,Mexico,9890,0–0,Group stage,,,,,,,,,['90&rsquor;|0:0|Roberto Boninsegna'],"['62&rsquor;|0:0|David Primo', '67&rsquor;|0:0|Menachem Bello']",Masculina
Bulgaria,Morocco,1,1,1970-06-11,1970,Mexico,12299,1–1,Group stage,Dobromir Zhechev · 40,Maouhoub Ghazouani · 61,,,,,,,,,Masculina
England,Czechoslovakia,1,0,1970-06-11,1970,Mexico,49292,1–0,Group stage,,,,,Allan Clarke (P) · 50,,,,,['1&rsquor;|0:0|Karol Dobiaš'],Masculina
West Germany,Peru,3,1,1970-06-10,1970,Mexico,17875,3–1,Group stage,Gerd Müller · 19|Gerd Müller · 26|Gerd Müller · 39,Teófilo Cubillas · 44,,,,,,,,,Masculina
Brazil,Romania,3,2,1970-06-10,1970,Mexico,50804,3–2,Group stage,Pelé · 19|Jairzinho · 22|Pelé · 67,Florea Dumitrache · 34|Emerich Dembrovschi · 84,,,,,,,,"['1&rsquor;|0:0|Mihai Mocanu', '1&rsquor;|0:0|Ion Dumitru']",Masculina
Sweden,Uruguay,1,0,1970-06-10,1970,Mexico,18163,1–0,Group stage,Ove Grahn · 90,,,,,,,,,,Masculina
Soviet Union,El Salvador,2,0,1970-06-10,1970,Mexico,89979,2–0,Group stage,Anatoliy Byshovets · 51|Anatoliy Byshovets · 74,,,,,,,,['1&rsquor;|0:0|Vitaliy Khmelnytskyi'],,Masculina
Mexico,El Salvador,4,0,1970-06-07,1970,Mexico,103058,4–0,Group stage,Javier Valdivia · 45|Javier Valdivia · 46|Javier Fragoso · 58|Juan Ignacio Basaguren · 83,,,,,,,,,"['1&rsquor;|0:0|Sergio Méndez', '1&rsquor;|0:0|Raúl Magaña', '1&rsquor;|0:0|Salvador Mariona', '1&rsquor;|0:0|Salvador Cabezas']",Masculina
Brazil,England,1,0,1970-06-07,1970,Mexico,66843,1–0,Group stage,Jairzinho · 59,,,,,,,,,['1&rsquor;|0:0|Francis Lee'],Masculina
West Germany,Bulgaria,5,2,1970-06-07,1970,Mexico,12710,5–2,Group stage,Reinhard Libuda · 20|Gerd Müller · 27|Uwe Seeler · 70|Gerd Müller · 88,Asparuh Nikodimov · 12|Todor Kolev · 89,,,Gerd Müller (P) · 52,,,,,,Masculina
Sweden,Israel,1,1,1970-06-07,1970,Mexico,9624,1–1,Group stage,Tom Turesson · 53,Mordechai Spiegler · 56,,,,,,,['72&rsquor;|1:1|Örjan Persson'],"['38&rsquor;|0:0|Shraga Bar', '89&rsquor;|1:1|David Primo']",Masculina
Romania,Czechoslovakia,2,1,1970-06-06,1970,Mexico,56818,2–1,Group stage,Alexandru Neagu · 52,Ladislav Petráš · 5,,,Florea Dumitrache (P) · 75,,,,['1&rsquor;|0:0|Radu Nunweiller'],['1&rsquor;|0:0|Andrej Kvašňák'],Masculina
Uruguay,Italy,0,0,1970-06-06,1970,Mexico,29968,0–0,Group stage,,,,,,,,,['1&rsquor;|0:0|Julio César Cortés'],,Masculina
Soviet Union,Belgium,4,1,1970-06-06,1970,Mexico,95261,4–1,Group stage,Anatoliy Byshovets · 14|Kakhi Asatiani · 57|Anatoliy Byshovets · 63|Vitaliy Khmelnytskyi · 76,Raoul Lambert · 86,,,,,,,,,Masculina
